id,pasajero_id,conductor_id,vehiculo_id,tarifa_id,estado,metodo_pago,distrito_origen,distrito_destino,direccion_origen,direccion_destino,distancia_km,duracion_min,monto_total,solicitado_en,iniciado_en,finalizado_en
14933,14507,341,341,3,finalizado,billetera,San Juan de Lurigancho,Surco,Callejón de Eligia Atienza 59,Avenida de Reinaldo Marqués 18,6.63,19,44.22,2026-07-05 20:21:00,2026-07-05 20:25:00,2026-07-05 20:44:00
14934,19419,594,594,3,finalizado,billetera,Miraflores,Barranco,Cuesta de Aurelio Bautista 30,Via de Paula Guerra 4 Puerta 9 ,17.69,39,60.05,2026-03-30 05:30:00,2026-03-30 05:37:00,2026-03-30 06:16:00
14935,19091,256,256,1,finalizado,tarjeta,Barranco,Lince,Alameda Consuelo Mata 80,Pasadizo José Antonio Ribera 644 Apt. 54 ,7.60,18,20.23,2026-05-15 07:05:00,2026-05-15 07:08:00,2026-05-15 07:26:00
14936,11307,151,151,2,finalizado,tarjeta,La Molina,Miraflores,Paseo Calisto Girón 71,Via Amador Murillo 4 Piso 6 ,5.66,18,19.47,2026-08-07 15:32:00,2026-08-07 15:35:00,2026-08-07 15:53:00
14937,18269,306,306,2,finalizado,tarjeta,Jesús María,La Molina,Cuesta de Amor Portero 2,Cuesta Javier Ibañez 37 Piso 0 ,7.75,20,23.14,2026-07-27 22:00:00,2026-07-27 22:07:00,2026-07-27 22:27:00
14938,11504,539,539,1,finalizado,billetera,Miraflores,Magdalena,Cuesta Gema Arregui 371,C. de Gloria Salgado 38,16.66,57,36.58,2026-05-12 22:38:00,2026-05-12 22:47:00,2026-05-12 23:44:00
14939,2040,238,238,1,finalizado,billetera,San Juan de Lurigancho,Jesús María,Calle Melania Ribes 80 Piso 9 ,Pasaje de Mar Solís 11,9.28,23,19.96,2026-04-22 22:45:00,2026-04-22 22:52:00,2026-04-22 23:15:00
14940,3623,109,109,3,finalizado,tarjeta,Pueblo Libre,Lince,Acceso de Balduino Ortuño 46,C. de Adalberto Llano 7 Piso 8 ,16.09,41,57.83,2026-06-18 03:06:00,2026-06-18 03:12:00,2026-06-18 03:53:00
14941,15749,450,450,2,finalizado,billetera,San Isidro,Magdalena,Alameda de Pilar Izaguirre 959 Piso 1 ,Acceso Dionisia Pedro 59,20.39,78,60.03,2026-03-27 12:08:00,2026-03-27 12:17:00,2026-03-27 13:35:00
14942,17293,301,301,2,finalizado,billetera,Callao,Surco,Plaza Andrés Felipe Crespi 481,Vial Ale Ayllón 56,18.87,72,55.90,2026-03-14 01:56:00,2026-03-14 01:59:00,2026-03-14 03:11:00
14943,17294,328,328,3,finalizado,tarjeta,Callao,La Molina,Glorieta Chucho Moll 76 Piso 2 ,Paseo Juana Batalla 607,2.40,9,16.73,2026-06-06 23:54:00,2026-06-06 23:56:00,2026-06-07 00:05:00
14944,3364,136,136,3,finalizado,tarjeta,Barranco,San Borja,Calle Feliciana Millán 961,C. Estrella Hurtado 49 Apt. 89 ,4.14,9,30.18,2026-03-11 20:30:00,2026-03-11 20:33:00,2026-03-11 20:42:00
14945,12335,415,415,2,finalizado,efectivo,Callao,Barranco,Acceso Asunción Hidalgo 97,C. Lalo Arcos 137,19.94,50,50.41,2026-08-06 01:23:00,2026-08-06 01:31:00,2026-08-06 02:21:00
14946,903,555,555,2,finalizado,efectivo,San Borja,Magdalena,Urbanización de Berto Beltran 46 Apt. 00 ,Camino de Yolanda Moliner 3 Puerta 6 ,19.57,63,54.04,2026-07-22 11:17:00,2026-07-22 11:19:00,2026-07-22 12:22:00
14947,16407,553,553,1,finalizado,efectivo,San Borja,San Juan de Lurigancho,Camino de Demetrio Ariza 5 Piso 3 ,Camino Cloe Barrios 46,11.78,31,24.71,2026-08-18 01:55:00,2026-08-18 02:02:00,2026-08-18 02:33:00
14948,11331,94,94,1,finalizado,tarjeta,San Juan de Lurigancho,Surco,Calle de Moisés Sans 839,C. María Jesús Cases 36,12.31,31,25.29,2026-08-17 06:24:00,2026-08-17 06:27:00,2026-08-17 06:58:00
14949,5998,279,279,4,finalizado,tarjeta,Pueblo Libre,Surco,Plaza Poncio Acuña 2,Camino Noemí Ribes 42 Puerta 9 ,27.63,79,193.22,2026-07-05 18:39:00,2026-07-05 18:40:00,2026-07-05 19:59:00
14950,15114,523,523,2,finalizado,billetera,Miraflores,Barranco,Glorieta de Consuela Benítez 9,Camino de Luisa Huguet 81,2.07,7,10.74,2026-07-01 12:00:00,2026-07-01 12:03:00,2026-07-01 12:10:00
14951,11681,286,286,2,finalizado,tarjeta,Miraflores,Magdalena,Via de Gertrudis Castell 34,Ronda Faustino Ayllón 97 Apt. 17 ,15.49,41,41.08,2026-04-04 14:14:00,2026-04-04 14:21:00,2026-04-04 15:02:00
14952,16228,395,395,2,finalizado,billetera,Surco,Pueblo Libre,Plaza Ascensión Valls 67,Rambla Araceli Niño 2 Piso 8 ,20.37,73,58.40,2026-05-20 11:11:00,2026-05-20 11:13:00,2026-05-20 12:26:00
14953,4951,389,389,1,finalizado,tarjeta,Pueblo Libre,Barranco,Via Teobaldo Montalbán 64,Rambla de Dimas Isern 29 Piso 5 ,9.66,36,23.63,2026-08-13 21:20:00,2026-08-13 21:25:00,2026-08-13 22:01:00
14954,16218,125,125,2,finalizado,tarjeta,Surco,Pueblo Libre,Cañada de Celia Valbuena 97,Glorieta Marisela Tena 1 Puerta 7 ,12.57,48,39.09,2026-08-25 16:54:00,2026-08-25 16:57:00,2026-08-25 17:45:00
14955,18449,485,485,2,finalizado,tarjeta,Pueblo Libre,San Juan de Lurigancho,Pasadizo Jesús Gelabert 81 Piso 0 ,Callejón Godofredo Benet 64,26.47,78,68.84,2026-03-05 22:42:00,2026-03-05 22:47:00,2026-03-06 00:05:00
14956,12796,343,343,1,finalizado,efectivo,Callao,Lince,Calle de Sabina Baró 37 Piso 6 ,C. de Victorino García 43 Puerta 7 ,11.12,36,30.28,2026-08-18 19:44:00,2026-08-18 19:50:00,2026-08-18 20:26:00
14957,19334,25,25,1,finalizado,efectivo,Pueblo Libre,Miraflores,Pasaje de Pacífica Sarmiento 21 Apt. 64 ,Callejón Graciela Ros 7 Puerta 0 ,24.44,74,49.38,2026-03-21 21:56:00,2026-03-21 22:05:00,2026-03-21 23:19:00
14958,1629,505,505,1,finalizado,billetera,Jesús María,Lince,Urbanización de Vilma Franch 52 Puerta 7 ,Acceso Eutimio Salom 7 Piso 6 ,20.62,78,55.42,2026-08-31 06:59:00,2026-08-31 07:07:00,2026-08-31 08:25:00
14959,5291,230,230,3,finalizado,billetera,Callao,Barranco,Vial Celestina Luján 8,Pasaje de Domingo Zurita 371 Piso 0 ,10.93,40,47.31,2026-05-18 04:34:00,2026-05-18 04:36:00,2026-05-18 05:16:00
14960,688,223,223,3,finalizado,tarjeta,Lince,La Molina,Calle Isabel Malo 912 Puerta 1 ,C. de Ciro Landa 45 Puerta 2 ,19.00,53,68.90,2026-06-04 13:29:00,2026-06-04 13:33:00,2026-06-04 14:26:00
14961,7964,20,20,1,finalizado,tarjeta,Jesús María,San Borja,Urbanización de Onofre Molins 55,Glorieta de Carlito Calderón 25 Puerta 7 ,5.11,18,16.95,2026-07-22 20:00:00,2026-07-22 20:08:00,2026-07-22 20:26:00
14962,9781,125,125,3,finalizado,billetera,Miraflores,Lince,Calle Graciana Cifuentes 621 Piso 7 ,Avenida Ignacio Borrell 56,4.89,13,23.39,2026-06-13 04:55:00,2026-06-13 04:57:00,2026-06-13 05:10:00
14963,10295,216,216,2,finalizado,tarjeta,Pueblo Libre,Magdalena,Pasaje de Concepción Esteve 320,C. de Odalis Zurita 600,18.53,63,52.53,2026-08-23 22:58:00,2026-08-23 23:06:00,2026-08-24 00:09:00
14964,9501,462,462,1,finalizado,efectivo,Callao,San Isidro,Glorieta Isaías Poza 27 Puerta 5 ,Rambla de Eutropio Lamas 27,22.30,77,47.78,2026-06-01 11:10:00,2026-06-01 11:14:00,2026-06-01 12:31:00
14965,1930,242,242,1,finalizado,billetera,Jesús María,San Isidro,Vial de Telmo Berrocal 89 Puerta 0 ,Pasaje de Jose Carlos Calvet 79 Puerta 1 ,13.30,47,30.38,2026-03-19 22:28:00,2026-03-19 22:34:00,2026-03-19 23:21:00
14966,2201,22,22,2,finalizado,billetera,Jesús María,La Molina,Camino de Reyes Guzmán 8 Piso 2 ,Avenida de Mar Leal 104 Piso 0 ,3.05,10,17.72,2026-07-21 18:05:00,2026-07-21 18:13:00,2026-07-21 18:23:00
14967,2425,375,375,2,finalizado,billetera,San Borja,Surco,Ronda de Plinio Cañete 12,Cañada de Brunilda Barrios 11,8.17,28,26.31,2026-04-22 20:52:00,2026-04-22 21:01:00,2026-04-22 21:29:00
14968,3548,475,475,2,finalizado,billetera,Magdalena,Surco,Calle Encarnación Gallart 385,Callejón Almudena Torrents 534 Piso 8 ,24.58,82,67.38,2026-08-16 10:17:00,2026-08-16 10:22:00,2026-08-16 11:44:00
14969,2702,314,314,3,finalizado,efectivo,Surco,Pueblo Libre,Acceso de Santos Pagès 83,Callejón de Nereida Jove 665,26.97,104,107.39,2026-07-08 12:31:00,2026-07-08 12:34:00,2026-07-08 14:18:00
14970,17379,22,22,4,finalizado,efectivo,Jesús María,San Borja,Pasaje de Hector Valbuena 13,Rambla de Eloy Cañizares 20,2.88,6,21.21,2026-04-13 12:42:00,2026-04-13 12:51:00,2026-04-13 12:57:00
14971,13312,464,464,1,finalizado,billetera,La Molina,Callao,Vial Emilia Iglesia 1,Glorieta Emiliano Sandoval 69,22.25,88,50.48,2026-05-04 03:43:00,2026-05-04 03:45:00,2026-05-04 05:13:00
14972,13512,209,209,2,finalizado,tarjeta,Miraflores,Lince,Calle Ismael Lluch 98,Alameda Juan Moya 81,11.12,25,29.62,2026-08-05 03:02:00,2026-08-05 03:11:00,2026-08-05 03:36:00
14973,13722,383,383,1,finalizado,efectivo,Callao,Surco,Cuesta Carina Carbó 1,Cañada Edgardo Alfaro 87,27.02,68,50.72,2026-05-01 12:44:00,2026-05-01 12:53:00,2026-05-01 14:01:00
14974,11530,75,75,1,finalizado,efectivo,Pueblo Libre,Lince,Cuesta de Pastora Castro 3 Puerta 7 ,Rambla Macarena Fortuny 87,25.98,59,47.33,2026-06-03 11:02:00,2026-06-03 11:10:00,2026-06-03 12:09:00
14975,1569,584,584,2,finalizado,billetera,San Borja,Jesús María,Urbanización de Teófila Nogueira 6 Apt. 04 ,Cañada Aurelio Abad 86,4.17,11,15.07,2026-04-08 04:29:00,2026-04-08 04:37:00,2026-04-08 04:48:00
14976,5768,198,198,3,finalizado,efectivo,Magdalena,San Isidro,Camino de Consuela Valera 240,Alameda Sebastian Álamo 99 Puerta 9 ,3.44,8,18.31,2026-07-03 13:29:00,2026-07-03 13:33:00,2026-07-03 13:41:00
14977,17746,284,284,1,finalizado,billetera,La Molina,Miraflores,Callejón de José Valera 46,Avenida de Amílcar Puerta 55,3.55,9,10.16,2026-07-08 11:24:00,2026-07-08 11:27:00,2026-07-08 11:36:00
14978,6980,128,128,2,finalizado,efectivo,Callao,Miraflores,Paseo de Luisa Olmo 30 Apt. 78 ,Acceso de Blas Figueras 88 Piso 7 ,11.24,38,33.96,2026-07-24 16:32:00,2026-07-24 16:35:00,2026-07-24 17:13:00
14979,484,51,51,1,finalizado,efectivo,Surco,San Borja,Pasaje de Gabino Garmendia 7 Apt. 89 ,Camino Dominga Guijarro 81,26.10,83,53.46,2026-04-03 11:40:00,2026-04-03 11:48:00,2026-04-03 13:11:00
14980,1536,100,100,3,finalizado,billetera,San Juan de Lurigancho,San Isidro,C. de Felipe Salamanca 18,Avenida Cayetana Montesinos 71,15.56,35,54.09,2026-04-16 00:20:00,2026-04-16 00:26:00,2026-04-16 01:01:00
14981,986,171,171,2,finalizado,efectivo,Lince,Miraflores,Plaza de Ileana Fabregat 70,Avenida de Fernanda Casals 463,22.90,77,85.52,2026-05-22 19:47:00,2026-05-22 19:53:00,2026-05-22 21:10:00
14982,4529,575,575,3,finalizado,tarjeta,San Borja,La Molina,Camino Dan Mariscal 51 Piso 5 ,Cañada Luz Elías 44,22.95,77,131.10,2026-05-06 20:04:00,2026-05-06 20:12:00,2026-05-06 21:29:00
14983,2183,55,55,2,finalizado,tarjeta,Surco,Magdalena,Paseo de Chucho Pomares 68 Puerta 0 ,Calle José Ángel Alberto 31,15.46,49,43.60,2026-07-12 04:15:00,2026-07-12 04:20:00,2026-07-12 05:09:00
14984,19326,382,382,2,finalizado,efectivo,Barranco,Miraflores,Avenida de Merche Raya 457,Camino de Maura Maldonado 7 Apt. 84 ,16.04,63,48.92,2026-08-31 10:03:00,2026-08-31 10:09:00,2026-08-31 11:12:00
14985,7747,526,526,1,finalizado,tarjeta,Magdalena,San Borja,Ronda de Mariana Contreras 909,Glorieta Yésica Duque 8,22.04,83,48.99,2026-08-11 01:16:00,2026-08-11 01:19:00,2026-08-11 02:42:00
14986,9362,169,169,1,finalizado,efectivo,Surco,Callao,Cañada de Alondra Marcos 969 Piso 6 ,Acceso de Fortunata Miralles 5 Puerta 6 ,21.15,68,53.12,2026-05-06 09:45:00,2026-05-06 09:48:00,2026-05-06 10:56:00
14987,19618,501,501,1,finalizado,tarjeta,Surco,Pueblo Libre,Paseo de Matías Garzón 7,Pasadizo Rosalina Bueno 469,23.43,61,45.02,2026-03-26 00:22:00,2026-03-26 00:29:00,2026-03-26 01:30:00
14988,16855,289,289,2,finalizado,efectivo,La Molina,Pueblo Libre,Avenida Adelina Chico 5 Piso 7 ,Via de Feliciano Francisco 225,5.96,15,18.94,2026-04-17 21:23:00,2026-04-17 21:27:00,2026-04-17 21:42:00
14989,19435,405,405,2,finalizado,efectivo,Magdalena,San Isidro,Urbanización de Vicenta Díez 12 Apt. 73 ,Vial de Patricio Cervera 262,20.88,79,61.06,2026-07-02 02:08:00,2026-07-02 02:14:00,2026-07-02 03:33:00
14990,10168,67,67,2,finalizado,billetera,San Borja,Lince,Via de Fernanda Barrena 822,Callejón Juan Manuel Maestre 9 Piso 9 ,5.33,14,17.71,2026-08-26 10:44:00,2026-08-26 10:50:00,2026-08-26 11:04:00
14991,15951,435,435,4,finalizado,tarjeta,La Molina,San Borja,Alameda de Epifanio Abellán 41 Puerta 0 ,Avenida Fabiola Leiva 80 Apt. 22 ,10.50,33,86.96,2026-06-11 08:59:00,2026-06-11 09:02:00,2026-06-11 09:35:00
14992,813,323,323,1,finalizado,tarjeta,Surco,Magdalena,Acceso Paca Gámez 93 Puerta 6 ,Plaza de Olalla Gargallo 4,12.96,42,28.76,2026-04-21 23:19:00,2026-04-21 23:27:00,2026-04-22 00:09:00
14993,6790,40,40,2,finalizado,efectivo,Miraflores,Pueblo Libre,Via Quirino Figuerola 90 Apt. 34 ,Alameda de Ana Uribe 67 Apt. 12 ,5.14,20,19.35,2026-05-05 12:29:00,2026-05-05 12:30:00,2026-05-05 12:50:00
14994,15123,296,296,2,finalizado,billetera,Jesús María,San Isidro,Paseo de María Dolores Luís 5,Glorieta de Felicidad Luján 431,5.98,17,19.61,2026-03-06 05:05:00,2026-03-06 05:07:00,2026-03-06 05:24:00
14995,2334,180,180,2,finalizado,billetera,San Isidro,Surco,Alameda Úrsula Romeu 38,Callejón Nerea Solano 7 Piso 5 ,2.08,4,9.80,2026-08-09 06:00:00,2026-08-09 06:07:00,2026-08-09 06:11:00
14996,15195,117,117,1,finalizado,billetera,La Molina,Magdalena,Calle de Leopoldo Baquero 92,Acceso Cruz Anaya 67 Puerta 5 ,18.97,55,38.62,2026-04-16 06:18:00,2026-04-16 06:26:00,2026-04-16 07:21:00
14997,17629,439,439,1,finalizado,billetera,Jesús María,San Isidro,Urbanización de Óscar Noriega 462 Apt. 33 ,Callejón de Joaquina Cepeda 37 Puerta 1 ,22.38,82,58.94,2026-06-10 09:17:00,2026-06-10 09:21:00,2026-06-10 10:43:00
14998,6657,96,96,1,finalizado,efectivo,San Borja,Callao,Ronda de Bernardo Amo 7,C. Edmundo Esteve 7,18.72,59,39.34,2026-04-23 12:03:00,2026-04-23 12:07:00,2026-04-23 13:06:00
14999,12591,421,421,1,finalizado,tarjeta,Miraflores,Callao,Vial de Gerónimo Olmedo 2 Apt. 15 ,Calle de Felicidad Alfaro 31,7.08,22,17.29,2026-07-24 12:16:00,2026-07-24 12:25:00,2026-07-24 12:47:00
15000,10307,455,455,3,finalizado,tarjeta,Jesús María,San Isidro,Via de Violeta Peñalver 96 Puerta 5 ,Avenida Fermín Arnau 10,20.19,77,123.03,2026-06-25 09:51:00,2026-06-25 09:56:00,2026-06-25 11:13:00
15001,19261,482,482,1,finalizado,billetera,Barranco,La Molina,Glorieta Rosaura Paz 250 Apt. 52 ,Urbanización de Nayara Murillo 1,25.28,64,47.81,2026-06-12 21:08:00,2026-06-12 21:17:00,2026-06-12 22:21:00
15002,7449,463,463,2,finalizado,billetera,Lince,Jesús María,Rambla de Vanesa Martinez 100 Puerta 6 ,Avenida Ángel Royo 26,10.57,30,41.08,2026-03-30 18:47:00,2026-03-30 18:52:00,2026-03-30 19:22:00
15003,18303,165,165,2,finalizado,billetera,San Borja,Miraflores,Acceso Evelia Mesa 7 Apt. 31 ,Acceso de Ruth Benet 92 Apt. 19 ,4.79,18,18.21,2026-07-03 15:45:00,2026-07-03 15:50:00,2026-07-03 16:08:00
15004,14171,499,499,2,finalizado,efectivo,Lince,Magdalena,Vial Cosme Sedano 1 Piso 5 ,Camino Teobaldo Uribe 47,25.08,72,87.62,2026-07-26 18:14:00,2026-07-26 18:19:00,2026-07-26 19:31:00
15005,15417,169,169,1,finalizado,tarjeta,Lince,Jesús María,Cañada Porfirio Luna 20,Acceso Abel Alcalde 1 Puerta 2 ,15.69,56,35.26,2026-03-17 00:50:00,2026-03-17 00:59:00,2026-03-17 01:55:00
15006,3795,412,412,1,finalizado,tarjeta,Pueblo Libre,Miraflores,Cañada de Javiera Tena 13 Apt. 70 ,Via Felix Juan 78 Apt. 01 ,26.79,92,56.47,2026-04-07 22:32:00,2026-04-07 22:38:00,2026-04-08 00:10:00
15007,12492,395,395,2,finalizado,tarjeta,Miraflores,Pueblo Libre,C. de Ascensión Portillo 98,Acceso de Julie Galván 19,7.93,27,25.64,2026-04-30 06:25:00,2026-04-30 06:29:00,2026-04-30 06:56:00
15008,2194,538,538,2,finalizado,tarjeta,San Isidro,Callao,Pasaje Cristóbal Tena 89,Vial Valentina Moliner 47,15.28,53,44.62,2026-04-25 14:46:00,2026-04-25 14:51:00,2026-04-25 15:44:00
15009,6163,575,575,4,finalizado,tarjeta,Lince,La Molina,Cañada Victor Manuel Bellido 698,Glorieta Calixta Flores 21,2.81,8,22.14,2026-03-20 00:07:00,2026-03-20 00:11:00,2026-03-20 00:19:00
15010,10078,494,494,1,finalizado,efectivo,La Molina,Surco,C. Basilio Ramirez 2 Puerta 8 ,Callejón de Nazaret Dalmau 54 Apt. 10 ,18.22,62,39.54,2026-07-28 12:21:00,2026-07-28 12:23:00,2026-07-28 13:25:00
15011,8332,475,475,3,finalizado,efectivo,Barranco,Surco,Cañada de Benita Salazar 61,Camino Leonel Pont 80,19.70,51,69.36,2026-03-23 06:06:00,2026-03-23 06:07:00,2026-03-23 06:58:00
15012,14386,218,218,1,finalizado,tarjeta,Callao,Jesús María,Urbanización de Quirino Villanueva 911,Plaza Jenaro Valero 417 Piso 8 ,8.43,26,23.73,2026-03-13 09:16:00,2026-03-13 09:22:00,2026-03-13 09:48:00
15013,17367,574,574,1,finalizado,tarjeta,Surco,Callao,Pasaje de Florencia Tamayo 26 Apt. 80 ,Cuesta de Virgilio Espada 23 Apt. 39 ,2.65,7,8.66,2026-07-15 22:22:00,2026-07-15 22:28:00,2026-07-15 22:35:00
15014,9841,323,323,2,finalizado,tarjeta,Surco,Jesús María,Acceso de Esmeralda Acosta 634,Ronda de Mario Corominas 925,26.02,81,93.35,2026-07-22 07:33:00,2026-07-22 07:38:00,2026-07-22 08:59:00
15015,13381,451,451,2,finalizado,tarjeta,San Juan de Lurigancho,Lince,Glorieta de Ana Sofía Castelló 95 Piso 6 ,Cañada Ana Sofía Buendía 686 Apt. 47 ,13.83,31,35.47,2026-08-25 23:18:00,2026-08-25 23:26:00,2026-08-25 23:57:00
15016,8056,123,123,2,finalizado,billetera,Surco,Jesús María,Acceso de Segismundo Huerta 39,Via Soraya Núñez 37,23.03,69,82.31,2026-07-26 18:34:00,2026-07-26 18:41:00,2026-07-26 19:50:00
15017,1570,417,417,3,finalizado,tarjeta,San Borja,Jesús María,Cañada Isaura Casado 27,Avenida Loida Cuenca 48,25.71,71,90.08,2026-06-15 14:58:00,2026-06-15 15:04:00,2026-06-15 16:15:00
15018,13863,246,246,2,finalizado,tarjeta,Pueblo Libre,Lince,Ronda de Berto Mariscal 13 Puerta 5 ,Ronda de Amalia Arroyo 49 Apt. 17 ,20.61,65,56.18,2026-06-23 23:29:00,2026-06-23 23:33:00,2026-06-24 00:38:00
15019,18443,20,20,2,finalizado,billetera,Barranco,La Molina,Via de Armida Mayol 11 Piso 8 ,C. de Ricarda Llanos 880 Puerta 6 ,12.21,37,35.04,2026-04-26 16:43:00,2026-04-26 16:49:00,2026-04-26 17:26:00
15020,6888,232,232,2,finalizado,tarjeta,Magdalena,San Isidro,Vial de Renato Saavedra 66,Via Leandro Palomo 9 Piso 9 ,5.62,12,17.49,2026-08-21 02:48:00,2026-08-21 02:52:00,2026-08-21 03:04:00
15021,2124,488,488,1,finalizado,tarjeta,San Borja,Pueblo Libre,Callejón de Iván Álamo 66,Callejón de Ester Flor 951 Apt. 06 ,2.63,8,8.89,2026-06-11 23:41:00,2026-06-11 23:47:00,2026-06-11 23:55:00
15022,13437,142,142,2,finalizado,efectivo,San Isidro,Pueblo Libre,Rambla Tiburcio Palomo 54 Apt. 72 ,Cañada de Ema Guzmán 8 Piso 0 ,24.14,90,69.30,2026-08-26 22:44:00,2026-08-26 22:47:00,2026-08-27 00:17:00
15023,3259,382,382,1,finalizado,billetera,San Isidro,La Molina,Ronda Arsenio Olivera 69,Alameda Eduardo Expósito 39 Puerta 0 ,2.95,8,11.09,2026-03-10 09:02:00,2026-03-10 09:09:00,2026-03-10 09:17:00
15024,18091,269,269,2,finalizado,billetera,Barranco,San Juan de Lurigancho,C. de Román Lago 39 Piso 6 ,Avenida Benita Saez 225 Puerta 8 ,8.52,32,28.09,2026-05-13 05:08:00,2026-05-13 05:09:00,2026-05-13 05:41:00
15025,15502,112,112,3,finalizado,billetera,Surco,San Borja,Pasaje de Macario Ferrán 491,Cañada Isa Barreda 96,15.46,60,97.72,2026-07-03 19:20:00,2026-07-03 19:21:00,2026-07-03 20:21:00
15026,2568,510,510,1,finalizado,billetera,Callao,San Juan de Lurigancho,C. de Ismael Alfaro 45 Puerta 4 ,Callejón de Valeria Piña 895 Apt. 14 ,2.42,8,10.39,2026-03-11 09:37:00,2026-03-11 09:43:00,2026-03-11 09:51:00
15027,11599,70,70,2,finalizado,efectivo,Pueblo Libre,San Isidro,Callejón de Nidia Izaguirre 3,Avenida de Alcides Crespi 742,7.45,21,23.02,2026-03-11 11:15:00,2026-03-11 11:21:00,2026-03-11 11:42:00
15028,5697,469,469,3,finalizado,tarjeta,Magdalena,San Juan de Lurigancho,Camino Estela Serrano 23,Ronda Basilio Vergara 9,2.76,8,16.98,2026-06-08 02:08:00,2026-06-08 02:11:00,2026-06-08 02:19:00
15029,5667,18,18,2,finalizado,efectivo,Surco,Miraflores,Via de Ana Belén Casas 95,Acceso de Francisco Vázquez 3,22.98,64,59.30,2026-08-24 11:25:00,2026-08-24 11:32:00,2026-08-24 12:36:00
15030,10671,298,298,2,finalizado,billetera,San Isidro,San Juan de Lurigancho,Paseo Vera Mateos 75 Apt. 23 ,Paseo Glauco Novoa 860,17.21,52,47.09,2026-08-26 22:38:00,2026-08-26 22:45:00,2026-08-26 23:37:00
15031,18039,55,55,1,finalizado,billetera,Miraflores,Magdalena,Alameda Loreto Arana 88 Apt. 26 ,Avenida de Lara Mosquera 50 Apt. 66 ,11.12,28,23.23,2026-05-19 10:41:00,2026-05-19 10:47:00,2026-05-19 11:15:00
15032,5872,549,549,2,finalizado,tarjeta,Pueblo Libre,Barranco,Urbanización de Ricardo Castelló 823 Puerta 3 ,Pasadizo de Juan Bautista Rubio 371 Piso 4 ,22.54,75,62.18,2026-04-09 06:05:00,2026-04-09 06:09:00,2026-04-09 07:24:00
15033,18303,466,466,1,finalizado,efectivo,Lince,Callao,Cañada Baldomero Durán 6,Urbanización de Alejandra Anaya 13,2.05,4,7.25,2026-08-16 11:09:00,2026-08-16 11:10:00,2026-08-16 11:14:00
15034,13285,418,418,3,finalizado,efectivo,Magdalena,Miraflores,Alameda de Malena Redondo 44 Piso 6 ,Via de Bernardino Gascón 64 Piso 0 ,7.93,20,32.46,2026-05-06 02:43:00,2026-05-06 02:44:00,2026-05-06 03:04:00
15035,11127,29,29,4,finalizado,tarjeta,San Isidro,Miraflores,Pasadizo de Graciela Prada 95,Calle de Clímaco Calzada 953,10.85,25,81.26,2026-05-04 07:28:00,2026-05-04 07:36:00,2026-05-04 08:01:00
15036,1482,598,598,3,finalizado,efectivo,Jesús María,San Borja,Callejón de Hermenegildo Roldan 75,Callejón de Atilio Tejero 61,4.12,12,21.43,2026-05-27 23:27:00,2026-05-27 23:32:00,2026-05-27 23:44:00
15037,4435,192,192,2,finalizado,efectivo,San Borja,La Molina,Avenida Amparo Ortuño 26,Paseo Josefina Machado 437,27.34,69,67.22,2026-05-13 10:17:00,2026-05-13 10:24:00,2026-05-13 11:33:00
15038,5561,194,194,3,finalizado,tarjeta,Lince,Callao,Camino Diego Cobos 96 Apt. 12 ,Pasadizo Amando Llopis 660,15.05,50,59.85,2026-05-16 21:55:00,2026-05-16 21:57:00,2026-05-16 22:47:00
15039,841,416,416,2,finalizado,billetera,Barranco,La Molina,Camino Estela Gomila 24,C. de Calisto Piña 77,23.47,68,61.29,2026-03-30 22:54:00,2026-03-30 22:56:00,2026-03-31 00:04:00
15040,3474,155,155,2,finalizado,tarjeta,San Borja,Surco,Ronda de Clementina Blanch 572 Piso 1 ,Paseo de Carmela Romeu 97,9.84,23,36.62,2026-07-31 19:38:00,2026-07-31 19:43:00,2026-07-31 20:06:00
15041,3672,208,208,2,finalizado,efectivo,Pueblo Libre,San Isidro,Pasaje de Leonor Murcia 9 Apt. 70 ,Calle de Javier Casanovas 57,6.69,17,20.64,2026-05-03 10:28:00,2026-05-03 10:33:00,2026-05-03 10:50:00
15042,13928,57,57,4,finalizado,billetera,Miraflores,Magdalena,Camino Jenny Arcos 82 Piso 3 ,C. de Julieta Tello 88 Piso 0 ,6.61,15,35.11,2026-07-09 23:01:00,2026-07-09 23:07:00,2026-07-09 23:22:00
15043,1011,599,599,2,finalizado,tarjeta,Magdalena,San Isidro,C. Brunilda Castellanos 32 Apt. 97 ,Ronda de Severo Alberto 102,6.01,15,19.01,2026-05-24 16:18:00,2026-05-24 16:23:00,2026-05-24 16:38:00
15044,19969,482,482,4,finalizado,efectivo,Surco,San Juan de Lurigancho,Cañada de Julio César Corral 11 Apt. 78 ,Paseo de Evangelina Palacio 20,10.71,40,58.70,2026-07-01 06:31:00,2026-07-01 06:38:00,2026-07-01 07:18:00
15045,145,282,282,1,finalizado,efectivo,Pueblo Libre,Miraflores,Pasaje de Manuel Díez 29,Via de Silvio Niño 117 Puerta 9 ,11.18,37,25.55,2026-07-05 00:37:00,2026-07-05 00:38:00,2026-07-05 01:15:00
15046,19537,180,180,2,finalizado,billetera,La Molina,San Juan de Lurigancho,Cañada de Severino Torres 76,Camino de Nacho Esteve 81 Piso 9 ,24.24,74,64.33,2026-07-30 01:05:00,2026-07-30 01:12:00,2026-07-30 02:26:00
