id,viaje_id,orden,distrito,direccion,latitud,longitud,llegada_en
5576,9849,1,Pueblo Libre,Paseo Pacífica Sans 23 Apt. 41 ,-11.962207,-77.018920,2026-07-13 00:21:00
5577,9850,1,Jesús María,Cuesta Lupe Gibert 45,-12.146078,-76.983513,2026-04-25 23:00:00
5578,9851,1,Jesús María,Acceso Selena Velasco 9,-12.098584,-77.058021,2026-07-07 09:51:00
5579,9854,1,Magdalena,Pasadizo Federico Llobet 17 Piso 4 ,-12.138497,-77.078232,2026-06-15 00:17:00
5580,9856,1,Callao,Avenida de Eutropio Benítez 64 Puerta 5 ,-12.152611,-76.972167,2026-07-12 07:44:00
5581,9858,1,Barranco,Acceso de Rita Carranza 20,-12.164193,-76.987431,2026-07-10 00:46:00
5582,9861,1,Pueblo Libre,Cuesta Asunción Casals 54 Apt. 44 ,-12.040602,-77.085881,2026-06-29 21:04:00
5583,9863,1,San Juan de Lurigancho,Callejón Delia Lucena 93 Apt. 52 ,-12.023475,-76.985977,2026-07-22 20:42:00
5584,9863,2,Jesús María,C. de Viviana Barranco 38 Piso 2 ,-12.028603,-77.116257,2026-06-01 18:56:00
5585,9865,1,Magdalena,Vial de Remedios Mur 216 Apt. 33 ,-12.152681,-77.047521,2026-03-19 08:41:00
5586,9866,1,Lince,C. Teófila Varela 41,-12.129688,-77.087318,2026-04-21 23:02:00
5587,9867,1,Surco,Pasaje de Baldomero Durán 65 Puerta 2 ,-12.175100,-77.027087,2026-08-30 04:54:00
5588,9867,2,San Borja,Rambla Fernanda Abellán 3,-12.154305,-77.141099,2026-04-06 23:38:00
5589,9870,1,Pueblo Libre,Avenida de Paz Almazán 59,-12.101449,-76.953854,2026-06-14 01:30:00
5590,9870,2,Callao,Pasadizo Nicanor Juliá 55 Puerta 9 ,-11.972661,-76.967390,2026-03-12 04:33:00
5591,9875,1,Callao,Calle de José Francisco 32 Puerta 7 ,-12.052430,-77.049868,2026-06-29 14:32:00
5592,9875,2,Surco,Pasadizo Rico Nogueira 12,-12.097521,-76.971625,2026-06-17 18:55:00
5593,9878,1,Jesús María,Via Félix Estrada 29,-12.097694,-76.937816,2026-08-22 19:19:00
5594,9880,1,Miraflores,Plaza de Tadeo Romeu 166 Piso 8 ,-12.040319,-77.086459,2026-03-11 22:38:00
5595,9884,1,Pueblo Libre,Glorieta de Anacleto Bonilla 79,-12.170099,-77.116848,2026-05-16 07:15:00
5596,9885,1,Surco,Acceso Ernesto Herrero 932,-12.024637,-76.938617,2026-05-07 15:10:00
5597,9889,1,Magdalena,Callejón de Jose Miguel Tomé 10,-12.031687,-76.957068,2026-04-24 04:42:00
5598,9890,1,Barranco,Pasaje de Rita Vera 4 Puerta 3 ,-11.969911,-76.937493,2026-05-02 12:10:00
5599,9891,1,San Juan de Lurigancho,Plaza Alejandro Farré 27 Piso 1 ,-11.992809,-77.014364,2026-08-03 05:02:00
5600,9899,1,Barranco,Ronda Albano Puente 91 Piso 9 ,-12.152544,-76.973617,2026-08-11 05:46:00
5601,9900,1,Jesús María,Vial de Dolores Barba 65,-12.146460,-76.958473,2026-06-18 04:43:00
5602,9900,2,Surco,Avenida de Mar Salvà 30 Puerta 0 ,-12.007902,-76.964083,2026-04-28 12:40:00
5603,9901,1,Surco,Paseo de Cándido Noriega 78 Piso 6 ,-11.979256,-77.055201,2026-07-21 17:22:00
5604,9903,1,Pueblo Libre,C. de Felicidad Morcillo 381 Piso 5 ,-11.984315,-76.981947,2026-07-08 17:44:00
5605,9906,1,Magdalena,Paseo Encarnación Peiró 90 Apt. 04 ,-12.051048,-76.938665,2026-08-26 00:57:00
5606,9912,1,Jesús María,Plaza Samuel Azorin 6,-12.048133,-77.028407,2026-08-11 16:07:00
5607,9912,2,Pueblo Libre,Vial de Javi Gelabert 832 Puerta 1 ,-12.144816,-77.045172,2026-06-19 21:09:00
5608,9913,1,Magdalena,Avenida María Ángeles Novoa 32,-12.082655,-76.927472,2026-07-09 05:18:00
5609,9914,1,Miraflores,Pasaje de Chema Gárate 4,-12.028081,-77.096755,2026-04-03 02:44:00
5610,9916,1,Barranco,Pasadizo René Aguado 4 Puerta 4 ,-11.978614,-77.068745,2026-07-07 20:56:00
5611,9919,1,San Juan de Lurigancho,Avenida de Osvaldo Barranco 3 Apt. 54 ,-12.077961,-76.948493,2026-05-05 07:28:00
5612,9922,1,San Isidro,Vial Josep Gras 2,-12.061686,-77.106441,2026-07-14 17:33:00
5613,9928,1,Lince,Via de Agapito Pastor 26,-11.980533,-77.082795,2026-04-22 00:37:00
5614,9930,1,San Borja,Pasaje Toribio Somoza 85 Apt. 82 ,-12.049674,-77.029484,2026-03-24 11:48:00
5615,9931,1,San Isidro,Ronda de Zacarías Alarcón 27,-12.183355,-77.007796,2026-05-15 03:55:00
5616,9936,1,Pueblo Libre,Rambla de Agustina Mascaró 99 Apt. 35 ,-12.165800,-77.023430,2026-03-20 07:21:00
5617,9937,1,Barranco,Acceso de Conrado Chaves 598,-12.076817,-77.024218,2026-08-03 05:17:00
5618,9937,2,San Borja,Pasaje de Renato Bayón 8 Piso 6 ,-12.137031,-77.068735,2026-04-17 10:46:00
5619,9938,1,San Isidro,Alameda de Amancio Garmendia 36 Puerta 4 ,-12.147412,-77.098771,2026-05-25 18:36:00
5620,9941,1,Jesús María,Paseo Asunción Collado 28,-12.161101,-77.065694,2026-05-30 13:51:00
5621,9941,2,Pueblo Libre,Cuesta Flavio Zabala 66 Puerta 4 ,-12.050875,-77.124780,2026-06-15 09:38:00
5622,9943,1,Barranco,Ronda de Modesta Bermejo 73 Piso 5 ,-12.174633,-76.902457,2026-07-25 06:27:00
5623,9946,1,Miraflores,Acceso de Bernardo Castell 67,-11.961952,-77.142679,2026-08-16 06:05:00
5624,9946,2,San Isidro,Vial de Roberta Valverde 96 Apt. 17 ,-12.048735,-77.121436,2026-06-17 21:22:00
5625,9947,1,Jesús María,Rambla Eduardo Rey 7 Puerta 6 ,-11.952448,-76.999917,2026-05-04 02:48:00
5626,9947,2,Barranco,Via de Irene Gutierrez 14,-12.101469,-76.902687,2026-05-01 18:00:00
5627,9948,1,San Borja,Calle de Eligia Serna 79 Piso 0 ,-12.002922,-77.066500,2026-08-24 00:11:00
5628,9949,1,San Juan de Lurigancho,Pasadizo Emperatriz Machado 546,-11.971895,-76.909762,2026-06-25 01:43:00
5629,9949,2,San Isidro,Pasadizo Guadalupe Echevarría 1 Apt. 84 ,-12.106878,-77.144994,2026-08-25 16:55:00
5630,9953,1,Miraflores,Plaza Obdulia López 63,-12.079791,-77.019988,2026-06-02 08:51:00
5631,9954,1,Callao,Ronda de Martina Vall 912 Apt. 60 ,-12.139513,-77.128864,2026-06-28 13:52:00
5632,9954,2,San Juan de Lurigancho,Glorieta Etelvina Antúnez 2,-12.088883,-77.013623,2026-05-29 08:21:00
5633,9955,1,La Molina,Plaza Brunilda Cisneros 27,-11.973467,-76.967376,2026-05-26 15:52:00
5634,9956,1,Miraflores,Urbanización de Leticia Landa 7 Apt. 14 ,-12.129580,-76.938528,2026-04-08 14:13:00
5635,9958,1,La Molina,Camino de José Antonio Juan 35,-11.965979,-76.999015,2026-07-14 01:38:00
5636,9960,1,Lince,Urbanización Nicodemo Montaña 727,-12.168024,-77.034866,2026-05-25 15:40:00
5637,9964,1,Miraflores,Plaza José Mari Diaz 46,-12.174951,-77.078946,2026-03-19 17:21:00
5638,9965,1,Jesús María,C. de Zoraida Grande 94,-12.190654,-76.986202,2026-08-18 11:57:00
5639,9969,1,Jesús María,Alameda de César Soriano 17 Puerta 9 ,-12.173037,-76.958748,2026-07-02 12:46:00
5640,9969,2,Barranco,Vial Anacleto Tejedor 12,-12.199712,-77.066340,2026-04-14 09:44:00
5641,9974,1,La Molina,C. de Estela Requena 51,-12.137391,-77.041523,2026-03-04 23:12:00
5642,9978,1,Jesús María,Camino de Jovita Bayo 703 Puerta 5 ,-12.119966,-77.006045,2026-04-29 15:16:00
5643,9980,1,Jesús María,Avenida Esperanza Calderon 20,-11.984234,-77.079716,2026-05-27 05:24:00
5644,9980,2,Pueblo Libre,Plaza de Ángel Sedano 29,-11.983888,-76.964197,2026-07-22 14:31:00
5645,9981,1,Surco,Urbanización Eva María Gómez 5,-12.032475,-77.135557,2026-07-17 18:27:00
5646,9981,2,Miraflores,Glorieta Maricela Santana 6 Apt. 45 ,-12.136292,-77.001174,2026-06-04 12:10:00
5647,9982,1,Surco,C. Teófilo Mármol 1 Apt. 23 ,-12.165621,-77.011775,2026-03-06 12:50:00
5648,9983,1,San Borja,Camino Amelia Aguilar 55 Apt. 80 ,-12.055652,-77.015181,2026-06-13 17:09:00
5649,9985,1,Callao,Callejón de Eutimio Chaparro 985,-12.107092,-76.927535,2026-05-17 08:14:00
5650,9985,2,Callao,Cañada Silvio Vélez 60,-12.108000,-77.077958,2026-04-24 19:53:00
5651,9986,1,San Borja,Paseo Chema Riera 37,-12.141810,-76.942496,2026-03-19 17:07:00
5652,9990,1,Miraflores,Calle Imelda Priego 41 Piso 9 ,-12.134524,-77.112022,2026-07-30 01:32:00
5653,9992,1,San Borja,Vial Modesta Meléndez 998 Puerta 9 ,-12.100422,-76.976735,2026-08-18 18:13:00
5654,9993,1,Barranco,Alameda Jacinta Arnaiz 96,-12.094452,-77.147129,2026-05-16 14:43:00
5655,9993,2,Miraflores,Paseo Ignacia Escalona 52 Piso 9 ,-12.089657,-76.997200,2026-03-01 03:59:00
5656,9994,1,Pueblo Libre,Glorieta de Alcides Mesa 37,-11.964908,-76.950442,2026-07-01 05:46:00
5657,9996,1,Barranco,Camino de Chema Ibarra 99,-12.066711,-76.937698,2026-03-24 11:00:00
5658,9997,1,Surco,Cuesta Juana Avilés 74 Puerta 7 ,-11.957870,-77.119872,2026-07-03 06:57:00
5659,9998,1,San Juan de Lurigancho,Callejón de Lourdes Martín 99,-12.121427,-77.059963,2026-08-01 05:33:00
5660,9999,1,Pueblo Libre,Rambla Melchor Prado 57 Piso 4 ,-11.979984,-77.105605,2026-07-17 16:34:00
5661,10000,1,Barranco,Callejón de Leonardo Ribera 31,-12.012972,-77.028992,2026-08-08 03:57:00
5662,10002,1,Magdalena,Cañada Carmina Marin 74,-12.186890,-77.022126,2026-03-02 01:06:00
5663,10004,1,Lince,Rambla de Constanza Albero 91 Puerta 1 ,-12.166708,-76.961926,2026-04-18 18:12:00
5664,10005,1,Lince,Cañada Ulises Higueras 12,-12.037943,-76.990228,2026-07-24 01:21:00
5665,10007,1,San Borja,Avenida Ciro Miró 3 Puerta 1 ,-11.979816,-77.078664,2026-06-27 09:01:00
5666,10012,1,San Juan de Lurigancho,Acceso Andrés Felipe Losa 2 Piso 8 ,-12.017457,-76.978851,2026-07-27 18:07:00
5667,10013,1,Barranco,Rambla de Lidia Barral 681,-12.088553,-76.993517,2026-05-04 13:34:00
5668,10014,1,Lince,Vial Leocadio Uribe 55,-12.084621,-76.975973,2026-08-18 18:11:00
5669,10014,2,Magdalena,Plaza Isaías Fuentes 88 Apt. 11 ,-11.982078,-76.909016,2026-08-23 16:31:00
5670,10015,1,Miraflores,Plaza Rodrigo Amorós 24 Puerta 7 ,-12.058307,-76.929060,2026-05-03 08:19:00
5671,10020,1,San Juan de Lurigancho,Alameda de Carlota Barberá 198 Apt. 48 ,-11.960299,-77.110385,2026-07-02 00:52:00
5672,10021,1,Miraflores,Rambla Calixto Arribas 51,-11.981094,-77.042579,2026-08-02 14:52:00
5673,10021,2,Miraflores,Pasadizo de Filomena Losa 51,-12.108704,-77.132516,2026-06-21 13:26:00
5674,10022,1,Magdalena,Avenida de Lope Pomares 90 Apt. 81 ,-12.168389,-77.100641,2026-08-24 04:30:00
5675,10022,2,Pueblo Libre,Pasadizo Eli Blanes 952,-12.008768,-76.923839,2026-04-15 21:52:00
5676,10023,1,Miraflores,Pasadizo Brígida Osuna 35 Piso 2 ,-12.134960,-76.944657,2026-05-26 19:58:00
5677,10023,2,Pueblo Libre,Plaza de Pablo Baeza 231 Puerta 6 ,-12.157426,-77.132050,2026-08-29 10:37:00
5678,10024,1,Lince,Cañada Jesusa Ferrando 20 Piso 4 ,-12.181740,-76.999497,2026-07-14 14:16:00
5679,10028,1,Miraflores,Avenida Joel Ribera 6,-12.090693,-77.105053,2026-04-01 01:02:00
5680,10028,2,La Molina,Cuesta de Juan Carlos Tudela 43 Apt. 97 ,-12.087571,-76.910333,2026-04-12 23:31:00
5681,10030,1,Barranco,Rambla Roldán Prado 9 Puerta 5 ,-12.070352,-77.077793,2026-08-24 07:47:00
5682,10042,1,San Juan de Lurigancho,Plaza de Mónica Cases 49,-11.961789,-76.931569,2026-08-18 04:11:00
5683,10043,1,Jesús María,Cañada de Emelina Boix 70 Apt. 98 ,-12.081785,-76.952695,2026-03-22 11:36:00
5684,10043,2,Lince,Camino de José Luis Téllez 80 Puerta 7 ,-11.970781,-77.042205,2026-04-04 03:07:00
5685,10048,1,Lince,Plaza Adolfo Abellán 74,-12.112836,-76.974377,2026-08-20 00:06:00
5686,10049,1,La Molina,Acceso Julio Tello 948 Piso 8 ,-11.997870,-77.049552,2026-05-09 15:47:00
5687,10050,1,San Juan de Lurigancho,Glorieta de Venceslás Guzmán 87 Apt. 08 ,-12.176383,-77.136208,2026-03-08 20:00:00
5688,10053,1,Lince,Vial de Silvestre Ros 2 Puerta 4 ,-12.159297,-76.988851,2026-06-17 04:00:00
5689,10054,1,Surco,Camino de Francisca Salom 94 Apt. 63 ,-12.033052,-77.128589,2026-04-04 13:12:00
5690,10055,1,San Isidro,Pasadizo de Julio Nicolau 59,-12.041430,-76.949693,2026-05-23 13:21:00
5691,10060,1,La Molina,Pasadizo de Jesús Espinosa 5 Piso 7 ,-12.188287,-77.008190,2026-05-27 14:01:00
5692,10066,1,Barranco,Via de Blas Rovira 65,-12.026914,-77.116766,2026-05-02 00:35:00
5693,10067,1,Miraflores,Rambla de Che Hoyos 19,-12.168739,-76.963171,2026-08-27 14:35:00
5694,10070,1,Jesús María,Urbanización Georgina Amat 9 Puerta 9 ,-12.155562,-76.935375,2026-06-12 05:31:00
5695,10071,1,Barranco,C. de Bernarda Comas 74 Piso 2 ,-12.007151,-77.035836,2026-07-05 20:34:00
5696,10077,1,Callao,C. Nicodemo Cuervo 77 Puerta 5 ,-12.121853,-76.910841,2026-06-05 07:43:00
5697,10077,2,Pueblo Libre,Calle Raquel Águila 12 Puerta 5 ,-12.008294,-77.073257,2026-06-17 02:24:00
5698,10078,1,Jesús María,Ronda de Albino Barriga 183,-12.129544,-77.091253,2026-04-29 05:31:00
5699,10078,2,Callao,Ronda de Eutropio Ferrándiz 2 Piso 4 ,-12.102132,-76.920793,2026-07-20 08:15:00
5700,10079,1,Surco,Camino Quique Valcárcel 73 Puerta 3 ,-12.048356,-77.124240,2026-04-07 11:14:00
5701,10080,1,Magdalena,Vial de Gerardo Oller 65,-12.015275,-76.972967,2026-04-10 06:37:00
5702,10085,1,Pueblo Libre,Glorieta de Félix Llobet 8 Puerta 6 ,-12.061968,-76.906561,2026-07-27 02:14:00
5703,10085,2,Barranco,Urbanización de Fabio Álvaro 326 Piso 7 ,-12.174675,-76.977892,2026-08-22 11:13:00
5704,10086,1,Jesús María,Pasadizo Gabriel Doménech 65,-12.182073,-76.947864,2026-07-24 07:09:00
5705,10088,1,San Juan de Lurigancho,Pasaje Timoteo Miguel 51 Puerta 0 ,-11.994341,-76.959171,2026-03-23 23:30:00
5706,10090,1,La Molina,Ronda de Perlita Seco 23,-12.039436,-77.125475,2026-05-10 18:04:00
5707,10094,1,San Borja,Cañada Abigaíl Ibarra 17 Apt. 20 ,-12.062824,-77.060152,2026-08-27 07:30:00
5708,10095,1,Barranco,Cuesta Íngrid Cobo 1 Puerta 9 ,-12.056305,-76.920672,2026-04-28 21:00:00
5709,10095,2,Jesús María,Alameda Aránzazu Canals 642 Piso 5 ,-12.180352,-77.022763,2026-05-06 08:16:00
5710,10096,1,Surco,Vial de Marc Molins 8,-12.023961,-76.964579,2026-04-01 04:56:00
5711,10097,1,Callao,C. de Jose Carlos Acero 57 Piso 1 ,-12.012380,-77.037471,2026-05-13 20:47:00
5712,10098,1,Magdalena,Ronda de Severo Agudo 40,-12.040647,-77.046984,2026-04-12 14:47:00
5713,10099,1,San Isidro,Pasadizo Delfina Coca 155 Piso 6 ,-12.042439,-77.079917,2026-08-06 04:21:00
5714,10101,1,San Isidro,Cañada de Guadalupe Iriarte 48 Puerta 5 ,-11.991162,-76.994228,2026-07-05 13:52:00
5715,10106,1,Jesús María,Glorieta Ricarda Montesinos 495,-12.027155,-77.053942,2026-07-15 13:19:00
5716,10109,1,Surco,Cañada de Aránzazu Juárez 12 Apt. 53 ,-12.022333,-77.051556,2026-08-29 14:57:00
5717,10115,1,Lince,Cuesta Victoria Luna 27,-12.177434,-77.114729,2026-03-09 16:22:00
5718,10117,1,Callao,Urbanización de Gil Alberola 926,-12.065620,-77.076435,2026-08-12 07:34:00
5719,10120,1,Jesús María,Acceso de Humberto Cases 64 Piso 5 ,-12.184700,-76.995043,2026-06-28 06:27:00
5720,10121,1,Barranco,Ronda de Ámbar Mendizábal 48,-11.963480,-77.040101,2026-07-17 22:48:00
5721,10122,1,Callao,C. Toni Cobos 52 Apt. 42 ,-12.040420,-76.972846,2026-07-01 06:56:00
5722,10122,2,San Juan de Lurigancho,Plaza de Lope Morata 27 Apt. 44 ,-12.049661,-76.966654,2026-07-07 03:13:00
5723,10125,1,Lince,Acceso Pilar Román 1 Piso 8 ,-12.088931,-76.985950,2026-07-15 16:16:00
5724,10130,1,Miraflores,Avenida Jordana Aller 155,-12.008413,-76.972048,2026-03-01 01:29:00
5725,10131,1,Miraflores,Plaza Pepe Monreal 98,-12.199146,-76.951257,2026-06-13 09:30:00
5726,10132,1,Barranco,Camino Yolanda Bastida 408,-12.078479,-77.134539,2026-05-19 23:38:00
5727,10136,1,Barranco,Urbanización Elías Nieto 132 Apt. 09 ,-12.180486,-76.981689,2026-04-29 12:44:00
5728,10136,2,Lince,Calle Ámbar Perez 54 Piso 3 ,-12.001516,-76.987546,2026-06-18 13:22:00
5729,10140,1,Surco,Via Jesús Pedrosa 43 Puerta 3 ,-12.003394,-77.028689,2026-07-09 18:54:00
5730,10142,1,Barranco,Via de Humberto Nicolás 85,-12.034253,-76.964494,2026-06-04 06:18:00
5731,10143,1,La Molina,Avenida de Tadeo Exposito 251 Piso 2 ,-12.030987,-77.078179,2026-04-24 21:00:00
5732,10143,2,La Molina,Pasadizo Concha Acevedo 99,-12.013086,-76.979800,2026-06-10 19:14:00
5733,10144,1,Jesús María,Alameda Ainara Casals 941 Piso 0 ,-12.180979,-76.917833,2026-04-15 05:13:00
5734,10152,1,San Borja,Acceso Amor Pont 38 Apt. 66 ,-12.135495,-77.054971,2026-03-07 09:08:00
5735,10153,1,Callao,C. Juan José Llano 56 Puerta 2 ,-12.110477,-77.094689,2026-04-07 01:40:00
5736,10153,2,Miraflores,Pasaje de Luisina Real 1,-12.093649,-77.063894,2026-06-12 10:26:00
5737,10154,1,Lince,Alameda Carlito Garrido 92,-12.069854,-77.056778,2026-08-08 00:09:00
5738,10155,1,Jesús María,Urbanización Visitación Baquero 89 Puerta 5 ,-11.997336,-77.102078,2026-07-16 10:08:00
5739,10156,1,La Molina,Pasadizo de Nacho Pareja 27 Piso 3 ,-11.984316,-77.052013,2026-08-03 23:44:00
5740,10158,1,La Molina,Cañada de Cipriano Cantero 9 Apt. 48 ,-12.077079,-76.952790,2026-06-20 23:02:00
5741,10159,1,Barranco,C. Rafaela Frías 30,-12.074477,-77.106065,2026-06-22 04:48:00
5742,10161,1,Barranco,Vial de Sofía Villa 82,-11.968470,-77.079680,2026-05-07 08:10:00
5743,10162,1,Callao,Pasaje Belén Casado 48 Piso 5 ,-12.091321,-77.039928,2026-04-02 07:43:00
5744,10164,1,Callao,Acceso Samuel Carranza 33,-12.002908,-77.134905,2026-06-26 08:34:00
5745,10164,2,Surco,Acceso Cristina Acevedo 49 Piso 4 ,-12.010695,-77.145789,2026-03-02 17:13:00
5746,10167,1,Magdalena,Acceso Carmina Villaverde 1 Puerta 7 ,-12.049517,-76.962393,2026-08-09 07:18:00
5747,10169,1,La Molina,Via de Rafa Escobar 92 Piso 1 ,-12.148178,-77.099101,2026-03-01 18:40:00
5748,10169,2,San Borja,Cañada Chuy Armengol 2,-12.199041,-76.979388,2026-08-13 15:06:00
5749,10170,1,Callao,Calle Lucio Vives 4,-12.180305,-77.031325,2026-03-21 22:01:00
5750,10170,2,Callao,Urbanización Susanita Pedrosa 80 Apt. 06 ,-12.120994,-77.039811,2026-05-09 17:19:00
5751,10171,1,La Molina,Plaza Simón Maza 63,-12.054064,-76.951602,2026-07-16 08:13:00
5752,10171,2,La Molina,Pasaje de Noelia Fábregas 37,-12.055706,-77.081424,2026-08-22 08:32:00
5753,10175,1,Miraflores,Callejón de Daniela Toledo 847 Puerta 7 ,-12.125665,-77.011827,2026-04-11 18:40:00
5754,10180,1,Pueblo Libre,C. de Teresa Castañeda 42 Apt. 65 ,-12.175370,-77.135641,2026-06-05 00:31:00
5755,10181,1,Jesús María,Calle Eloy Armengol 95,-12.007526,-76.991772,2026-04-25 12:59:00
5756,10185,1,Jesús María,Plaza de Viviana Burgos 3 Apt. 86 ,-11.959778,-77.115197,2026-04-16 09:02:00
5757,10193,1,Lince,Camino Jaime Lucas 94 Puerta 2 ,-11.956001,-77.090588,2026-07-31 10:26:00
5758,10196,1,La Molina,Acceso de Itziar Pou 79 Apt. 41 ,-12.167604,-77.103286,2026-03-02 20:08:00
5759,10197,1,Jesús María,Via Hortensia Vega 40 Apt. 19 ,-11.997906,-77.096769,2026-06-01 00:34:00
5760,10199,1,Pueblo Libre,Calle Adriana Heredia 93 Puerta 9 ,-12.117579,-77.137979,2026-03-24 11:10:00
5761,10199,2,Surco,Ronda de Eutropio Perales 590 Apt. 60 ,-12.065822,-77.099625,2026-06-01 11:39:00
5762,10200,1,Callao,Plaza Javiera Torrent 822 Piso 9 ,-12.152821,-77.113296,2026-05-23 21:37:00
5763,10204,1,San Isidro,Ronda Sol Cañellas 54,-12.070972,-76.918181,2026-04-30 21:48:00
5764,10204,2,La Molina,Cañada de José Clemente 95 Piso 0 ,-12.008663,-77.048710,2026-05-28 17:01:00
5765,10206,1,San Isidro,Urbanización Lina Adán 17,-12.087343,-77.117946,2026-07-05 05:16:00
5766,10206,2,La Molina,Vial de Anita Gallego 396 Piso 2 ,-12.129347,-76.948805,2026-08-21 05:36:00
5767,10212,1,Jesús María,Glorieta de Fabián Robles 22 Piso 1 ,-12.160498,-77.115677,2026-06-27 22:11:00
5768,10214,1,La Molina,Alameda de Sabina Escobar 2 Piso 9 ,-11.999615,-77.076180,2026-04-25 13:19:00
5769,10223,1,Lince,Glorieta Emelina Porcel 99,-12.061251,-77.005271,2026-03-18 11:07:00
5770,10223,2,Miraflores,Acceso de Noa Mulet 6 Piso 7 ,-12.103088,-76.919644,2026-07-15 06:24:00
5771,10226,1,Jesús María,Pasadizo Remigio Gutiérrez 97 Piso 9 ,-12.040672,-77.011248,2026-03-09 23:16:00
5772,10227,1,Lince,Urbanización Ofelia Manjón 14 Piso 5 ,-12.146502,-76.980647,2026-08-17 12:32:00
5773,10227,2,Callao,Camino de Concepción Torres 8,-11.952982,-76.903414,2026-03-17 10:14:00
5774,10230,1,Magdalena,Pasaje de Xavier Palacios 83 Puerta 9 ,-11.950071,-76.912132,2026-04-03 16:47:00
5775,10230,2,San Juan de Lurigancho,Via Pánfilo Echevarría 57 Puerta 0 ,-12.051709,-77.079260,2026-06-15 08:06:00
5776,10232,1,Magdalena,Glorieta de Morena Coronado 35,-11.990022,-76.967024,2026-05-06 05:06:00
5777,10232,2,Jesús María,Urbanización Graciano Álvarez 73 Apt. 56 ,-12.184965,-76.941799,2026-04-22 20:04:00
5778,10238,1,Callao,C. Albina Herrera 469,-12.034673,-77.131330,2026-03-12 14:35:00
5779,10242,1,La Molina,Pasadizo de Manuela Pablo 81,-12.070355,-76.931722,2026-03-15 14:23:00
5780,10242,2,Pueblo Libre,Calle de Jordana Fernandez 13,-12.077002,-77.140899,2026-07-22 15:31:00
5781,10244,1,San Isidro,Pasadizo Mercedes Gálvez 5 Puerta 5 ,-12.179032,-77.137896,2026-03-20 08:20:00
5782,10244,2,San Borja,C. Herminio Lara 37,-12.042512,-77.076182,2026-07-25 15:48:00
5783,10249,1,San Isidro,Glorieta Julieta Calatayud 62 Apt. 09 ,-12.102142,-77.025172,2026-08-26 12:32:00
5784,10249,2,San Isidro,Acceso de Clementina Córdoba 69 Piso 7 ,-12.124482,-77.062205,2026-07-10 13:02:00
5785,10250,1,Jesús María,Pasadizo Arcelia Ramos 730 Piso 3 ,-12.035132,-77.058849,2026-03-09 12:42:00
5786,10251,1,Surco,Avenida Norberto Bueno 96 Puerta 8 ,-12.147392,-76.931718,2026-04-13 01:12:00
5787,10253,1,Pueblo Libre,Vial de Heraclio Martínez 13 Piso 7 ,-12.026797,-77.068452,2026-06-05 02:11:00
5788,10254,1,San Isidro,Callejón de Anastasia Vicente 69 Puerta 9 ,-12.177113,-77.078096,2026-04-25 03:00:00
5789,10255,1,Callao,Glorieta Olivia Escudero 619,-11.967652,-76.973599,2026-03-10 07:37:00
5790,10259,1,La Molina,Calle Esmeralda Iriarte 5 Piso 8 ,-12.162517,-77.039810,2026-07-25 23:29:00
5791,10261,1,Lince,Pasadizo de Yaiza Guijarro 22,-12.062268,-77.087766,2026-06-11 03:08:00
5792,10264,1,San Juan de Lurigancho,Calle de Álvaro Boix 87,-12.050770,-77.075003,2026-05-08 20:41:00
5793,10265,1,Magdalena,Urbanización Tecla Alcázar 25 Piso 6 ,-12.012710,-77.067255,2026-05-21 00:42:00
5794,10266,1,San Isidro,C. África Sales 69,-11.983608,-76.920623,2026-07-17 17:33:00
5795,10267,1,Barranco,Rambla José Luis Vilalta 36,-12.016163,-76.912192,2026-08-13 03:33:00
5796,10268,1,Callao,Alameda Isaac Silva 9 Piso 7 ,-12.181907,-77.085742,2026-04-20 22:39:00
5797,10268,2,Magdalena,Camino de Eladio Gomila 3,-12.191186,-77.078744,2026-03-02 10:54:00
5798,10269,1,Callao,Acceso Eva María Sureda 262,-12.112849,-77.007330,2026-06-11 19:09:00
5799,10269,2,Lince,Calle Segismundo Menéndez 10,-12.051563,-77.070038,2026-03-27 02:39:00
5800,10271,1,Magdalena,Pasaje Obdulia Palmer 33,-11.991910,-76.957226,2026-05-17 17:02:00
5801,10271,2,San Isidro,Avenida Herminio Monreal 173,-12.053642,-77.024826,2026-07-04 00:31:00
5802,10273,1,Barranco,Pasadizo Ana Diaz 49 Apt. 46 ,-12.169939,-77.003252,2026-05-21 03:01:00
5803,10276,1,Magdalena,Pasadizo de Nayara Amor 81 Piso 5 ,-11.971498,-77.041432,2026-04-28 17:39:00
5804,10280,1,Barranco,Rambla de Roberto Fortuny 76,-12.171477,-76.938000,2026-07-07 15:33:00
5805,10283,1,Surco,Alameda Alondra Contreras 37,-12.174464,-76.991835,2026-07-24 06:26:00
5806,10287,1,Surco,Pasadizo de Basilio Carlos 52 Puerta 9 ,-12.019334,-77.064969,2026-07-14 23:50:00
5807,10291,1,San Juan de Lurigancho,Urbanización de Primitiva Araujo 992,-12.099897,-77.149808,2026-03-03 07:58:00
5808,10292,1,San Juan de Lurigancho,Calle Wálter Torrent 294 Puerta 6 ,-12.035850,-77.095785,2026-06-25 22:51:00
5809,10293,1,San Borja,Avenida Ofelia Luna 2 Apt. 99 ,-12.142016,-77.028904,2026-04-10 22:40:00
5810,10293,2,La Molina,Plaza Emelina Cuervo 654 Puerta 5 ,-12.135801,-76.930041,2026-06-16 17:11:00
